crime_id,month,category,lat,lon,street,outcome,is_atmosphere,district
136692757,2026-07,anti-social-behaviour,50.833701,-0.126892,On or near St Martin's Place,,True,other
136693022,2026-07,anti-social-behaviour,50.833958,-0.159432,On or near Silverdale Avenue,,True,hove
136693021,2026-07,anti-social-behaviour,50.833958,-0.159432,On or near Silverdale Avenue,,True,hove
136693019,2026-07,anti-social-behaviour,50.831318,-0.17456,On or near Blatchington Road,,True,hove
136693014,2026-07,anti-social-behaviour,50.827559,-0.185541,On or near Sackville Gardens,,True,seafront
136693017,2026-07,anti-social-behaviour,50.82554,-0.175396,On or near Hove Place,,True,seafront
136692909,2026-07,anti-social-behaviour,50.823284,-0.107772,On or near Burlow Close,,True,other
136692905,2026-07,anti-social-behaviour,50.818923,-0.122302,On or near Supermarket,,True,kemptown
136692902,2026-07,anti-social-behaviour,50.829662,-0.135219,On or near Queen's Place,,True,other
136692901,2026-07,anti-social-behaviour,50.822309,-0.135995,On or near Theatre/concert Hall,,True,the_lanes
136692900,2026-07,anti-social-behaviour,50.825859,-0.136421,On or near Blenheim Place,,True,north_laine
136693144,2026-07,anti-social-behaviour,50.825728,-0.173046,On or near Albany Villas,,True,other
136693146,2026-07,anti-social-behaviour,50.828509,-0.15381,On or near York Avenue,,True,other
136693148,2026-07,anti-social-behaviour,50.828509,-0.15381,On or near York Avenue,,True,other
136693149,2026-07,anti-social-behaviour,50.825418,-0.153392,On or near Temple Street,,True,other
136693150,2026-07,anti-social-behaviour,50.823658,-0.1496,On or near Theatre/concert Hall,,True,other
136693151,2026-07,anti-social-behaviour,50.829845,-0.148958,On or near Vernon Terrace,,True,other
136693153,2026-07,anti-social-behaviour,50.824108,-0.145607,On or near Shopping Area,,True,other
136693154,2026-07,anti-social-behaviour,50.825603,-0.145178,On or near Centurion Road,,True,other
136693155,2026-07,anti-social-behaviour,50.822745,-0.142523,On or near Duke Street,,True,the_lanes
136693156,2026-07,anti-social-behaviour,50.821655,-0.141813,On or near Ship Street,,True,the_lanes
136693158,2026-07,anti-social-behaviour,50.821479,-0.138143,On or near Castle Square,,True,the_lanes
136693161,2026-07,anti-social-behaviour,50.83256,-0.13719,On or near Theatre/concert Hall,,True,other
136693162,2026-07,anti-social-behaviour,50.826215,-0.13564,On or near Gloucester Place,,True,other
136693164,2026-07,anti-social-behaviour,50.83621,-0.12851,On or near Roundhill Crescent,,True,other
136693166,2026-07,anti-social-behaviour,50.832203,-0.115364,On or near St Helen's Road,,True,other
136693169,2026-07,anti-social-behaviour,50.81846,-0.107527,On or near Bennett Road,,True,other
136693297,2026-07,anti-social-behaviour,50.829046,-0.196134,On or near Marine Avenue,,True,other
136693307,2026-07,anti-social-behaviour,50.823533,-0.153623,On or near Sillwood Street,,True,other
136693306,2026-07,anti-social-behaviour,50.824589,-0.174993,On or near Medina Terrace,,True,seafront
136693308,2026-07,anti-social-behaviour,50.824159,-0.152249,On or near Western Terrace,,True,other
136693310,2026-07,anti-social-behaviour,50.823643,-0.150353,On or near Parking Area,,True,other
136693311,2026-07,anti-social-behaviour,50.832812,-0.149522,On or near Highdown Road,,True,other
136693314,2026-07,anti-social-behaviour,50.822486,-0.147673,On or near Cannon Place,,True,other
136693315,2026-07,anti-social-behaviour,50.821071,-0.14523,On or near Nightclub,,True,the_lanes
136693317,2026-07,anti-social-behaviour,50.829144,-0.141644,On or near Terminus Street,,True,north_laine
136693326,2026-07,anti-social-behaviour,50.83046,-0.135642,On or near Supermarket,,True,other
136693330,2026-07,anti-social-behaviour,50.821686,-0.133081,On or near St James's Street Mews,,True,kemptown
136693331,2026-07,anti-social-behaviour,50.820708,-0.133191,On or near Cavendish Street,,True,kemptown
136693333,2026-07,anti-social-behaviour,50.838895,-0.132806,On or near Florence Place,,True,other
136693334,2026-07,anti-social-behaviour,50.825092,-0.132888,On or near John Street,,True,other
136693341,2026-07,anti-social-behaviour,50.838893,-0.120918,On or near Ewhurst Road,,True,other
136693343,2026-07,anti-social-behaviour,50.839974,-0.11542,On or near Carlyle Avenue,,True,other
136693345,2026-07,anti-social-behaviour,50.81846,-0.107527,On or near Bennett Road,,True,other
136693346,2026-07,anti-social-behaviour,50.81846,-0.107527,On or near Bennett Road,,True,other
136693347,2026-07,anti-social-behaviour,50.812957,-0.105946,On or near Parking Area,,True,seafront
136693469,2026-07,anti-social-behaviour,50.830068,-0.181482,On or near Pembroke Gardens,,True,hove
136693476,2026-07,anti-social-behaviour,50.824396,-0.160433,On or near Brunswick Street West,,True,other
136693478,2026-07,anti-social-behaviour,50.825073,-0.152071,On or near Supermarket,,True,other
136693481,2026-07,anti-social-behaviour,50.8308,-0.148551,On or near Goldsmid Road,,True,other
136693482,2026-07,anti-social-behaviour,50.823716,-0.147581,On or near Clarence Square,,True,other
136693484,2026-07,anti-social-behaviour,50.838039,-0.146801,On or near Parking Area,,True,other
136693485,2026-07,anti-social-behaviour,50.822232,-0.144176,On or near Boyce's Street,,True,the_lanes
136693489,2026-07,anti-social-behaviour,50.834148,-0.141885,On or near Argyle Road,,True,other
136693490,2026-07,anti-social-behaviour,50.823118,-0.141074,On or near North Street,,True,the_lanes
136693491,2026-07,anti-social-behaviour,50.821392,-0.141114,On or near Nile Street,,True,the_lanes
136693497,2026-07,anti-social-behaviour,50.821927,-0.138551,On or near Pavilion Buildings,,True,the_lanes
136693498,2026-07,anti-social-behaviour,50.820645,-0.136033,On or near Steine Street,,True,the_lanes
136693499,2026-07,anti-social-behaviour,50.820115,-0.135457,On or near Nightclub,,True,kemptown
136693500,2026-07,anti-social-behaviour,50.820115,-0.135457,On or near Nightclub,,True,kemptown
136693501,2026-07,anti-social-behaviour,50.82113,-0.135431,On or near Supermarket,,True,kemptown
136693502,2026-07,anti-social-behaviour,50.820632,-0.135167,On or near Charles Street,,True,kemptown
136693503,2026-07,anti-social-behaviour,50.820292,-0.134187,On or near Madeira Place,,True,kemptown
136693504,2026-07,anti-social-behaviour,50.838895,-0.132806,On or near Florence Place,,True,other
136693505,2026-07,anti-social-behaviour,50.822936,-0.130219,On or near Thames Close,,True,kemptown
136693506,2026-07,anti-social-behaviour,50.834779,-0.126821,On or near Supermarket,,True,other
136693508,2026-07,anti-social-behaviour,50.838893,-0.120918,On or near Ewhurst Road,,True,other
136693632,2026-07,anti-social-behaviour,50.821479,-0.138143,On or near Castle Square,,True,the_lanes
136693634,2026-07,anti-social-behaviour,50.820136,-0.135087,On or near Nightclub,,True,kemptown
136693635,2026-07,anti-social-behaviour,50.838895,-0.132806,On or near Florence Place,,True,other
136693636,2026-07,anti-social-behaviour,50.833367,-0.132941,On or near Canterbury Drive,,True,other
136693638,2026-07,anti-social-behaviour,50.837047,-0.125778,On or near Supermarket,,True,other
136693639,2026-07,anti-social-behaviour,50.817618,-0.126159,On or near Nightclub,,True,kemptown
136693641,2026-07,anti-social-behaviour,50.822202,-0.123178,On or near Stevenson Road,,True,kemptown
136693647,2026-07,anti-social-behaviour,50.81846,-0.107527,On or near Bennett Road,,True,other
136693648,2026-07,anti-social-behaviour,50.82591,-0.106104,On or near Crossbush Road,,True,other
136692899,2026-07,anti-social-behaviour,50.828239,-0.137335,On or near Redcross Street,,True,north_laine
136692898,2026-07,anti-social-behaviour,50.822299,-0.136506,On or near Pavilion Street,,True,the_lanes
136692895,2026-07,anti-social-behaviour,50.821404,-0.138459,On or near Nightclub,,True,the_lanes
136692893,2026-07,anti-social-behaviour,50.823118,-0.141074,On or near North Street,,True,the_lanes
136692892,2026-07,anti-social-behaviour,50.82973,-0.14172,On or near Terminus Road,,True,other
136692891,2026-07,anti-social-behaviour,50.824108,-0.145607,On or near Shopping Area,,True,other
136692889,2026-07,anti-social-behaviour,50.828006,-0.14815,On or near Clifton Hill,,True,other
136692888,2026-07,anti-social-behaviour,50.829845,-0.148958,On or near Vernon Terrace,,True,other
136692756,2026-07,anti-social-behaviour,50.819948,-0.13403,On or near Nightclub,,True,kemptown
136692754,2026-07,anti-social-behaviour,50.819411,-0.138722,On or near Grand Junction Road,,True,the_lanes
136692753,2026-07,anti-social-behaviour,50.829317,-0.138953,On or near Conference/exhibition Centre,,True,other
136692471,2026-07,anti-social-behaviour,50.8313,-0.136418,On or near Marshalls Row,,True,other
136692320,2026-07,anti-social-behaviour,50.834427,-0.186039,On or near Sports/recreation Area,,True,hove
136690743,2026-07,anti-social-behaviour,50.833592,-0.174472,On or near Livingstone Road,,True,hove
136691912,2026-07,anti-social-behaviour,50.82249,-0.10204,On or near Ticehurst Road,,True,other
136692752,2026-07,anti-social-behaviour,50.823331,-0.140355,On or near Bond Street,,True,the_lanes
136692750,2026-07,anti-social-behaviour,50.824026,-0.140484,On or near Jew Street,,True,north_laine
136692749,2026-07,anti-social-behaviour,50.827445,-0.142279,On or near A2010,,True,north_laine
136692748,2026-07,anti-social-behaviour,50.831195,-0.143948,On or near Howard Place,,True,other
136692747,2026-07,anti-social-behaviour,50.821874,-0.145993,On or near Russell Road,,True,the_lanes
136692746,2026-07,anti-social-behaviour,50.822486,-0.147673,On or near Cannon Place,,True,other
136692630,2026-07,anti-social-behaviour,50.821246,-0.109643,On or near Manor Green,,True,other
136692629,2026-07,anti-social-behaviour,50.816382,-0.115873,On or near Percival Terrace,,True,other
136692626,2026-07,anti-social-behaviour,50.820709,-0.132154,On or near Supermarket,,True,kemptown
136692625,2026-07,anti-social-behaviour,50.825092,-0.132888,On or near John Street,,True,other
136692624,2026-07,anti-social-behaviour,50.831005,-0.132937,On or near Sports/recreation Area,,True,other
136692623,2026-07,anti-social-behaviour,50.820136,-0.135087,On or near Nightclub,,True,kemptown
136692622,2026-07,anti-social-behaviour,50.831208,-0.1352,On or near Francis Street,,True,other
136692617,2026-07,anti-social-behaviour,50.824298,-0.145173,On or near Regent Row,,True,other
136692613,2026-07,anti-social-behaviour,50.822486,-0.147673,On or near Cannon Place,,True,other
136692611,2026-07,anti-social-behaviour,50.822174,-0.149573,On or near Queensbury Mews,,True,other
136692610,2026-07,anti-social-behaviour,50.824269,-0.154063,On or near Bedford Place,,True,other
136692609,2026-07,anti-social-behaviour,50.830496,-0.155422,On or near Nizells Avenue,,True,other
136692483,2026-07,anti-social-behaviour,50.81818,-0.111343,On or near Church Place,,True,other
136692481,2026-07,anti-social-behaviour,50.837791,-0.116659,On or near Ladysmith Road,,True,other
136692480,2026-07,anti-social-behaviour,50.81775,-0.118672,On or near Eastern Terrace Mews,,True,kemptown
136692479,2026-07,anti-social-behaviour,50.820983,-0.127358,On or near Hereford Street,,True,kemptown
136692477,2026-07,anti-social-behaviour,50.820709,-0.132154,On or near Supermarket,,True,kemptown
136692476,2026-07,anti-social-behaviour,50.820708,-0.133191,On or near Cavendish Street,,True,kemptown
136692475,2026-07,anti-social-behaviour,50.82632,-0.133776,On or near Ivory Place,,True,other
136692478,2026-07,anti-social-behaviour,50.821287,-0.131705,On or near Chapel Street,,True,kemptown
136692474,2026-07,anti-social-behaviour,50.82113,-0.135431,On or near Supermarket,,True,kemptown
136692473,2026-07,anti-social-behaviour,50.82113,-0.135431,On or near Supermarket,,True,kemptown
136692470,2026-07,anti-social-behaviour,50.821927,-0.138551,On or near Pavilion Buildings,,True,the_lanes
136692461,2026-07,anti-social-behaviour,50.829779,-0.171581,On or near Hova Villas,,True,hove
136692353,2026-07,anti-social-behaviour,50.819925,-0.117491,On or near Hospital,,True,other
136692352,2026-07,anti-social-behaviour,50.825579,-0.119521,On or near Southwater Close,,True,other
136692351,2026-07,anti-social-behaviour,50.824109,-0.125998,On or near Park/open Space,,True,other
136692350,2026-07,anti-social-behaviour,50.819728,-0.128743,On or near Grafton Street,,True,kemptown
136692349,2026-07,anti-social-behaviour,50.825092,-0.132888,On or near John Street,,True,other
136692346,2026-07,anti-social-behaviour,50.82113,-0.135431,On or near Supermarket,,True,kemptown
136692345,2026-07,anti-social-behaviour,50.82113,-0.135431,On or near Supermarket,,True,kemptown
136692344,2026-07,anti-social-behaviour,50.82113,-0.135431,On or near Supermarket,,True,kemptown
136692343,2026-07,anti-social-behaviour,50.826215,-0.13564,On or near Gloucester Place,,True,other
136692341,2026-07,anti-social-behaviour,50.82012,-0.13638,On or near Nightclub,,True,the_lanes
136692204,2026-07,anti-social-behaviour,50.841177,-0.103085,On or near Plymouth Avenue,,True,other
136692202,2026-07,anti-social-behaviour,50.812654,-0.10224,On or near Palm Drive,,True,other
136692201,2026-07,anti-social-behaviour,50.821099,-0.107775,On or near Manor Close,,True,other
136692199,2026-07,anti-social-behaviour,50.838969,-0.112222,On or near Martha Gunn Road,,True,other
136692198,2026-07,anti-social-behaviour,50.83046,-0.115477,On or near Hospital,,True,other
136692194,2026-07,anti-social-behaviour,50.833952,-0.124553,On or near Upper Wellington Road,,True,other
136692191,2026-07,anti-social-behaviour,50.820708,-0.133191,On or near Cavendish Street,,True,kemptown
136692189,2026-07,anti-social-behaviour,50.83046,-0.135642,On or near Supermarket,,True,other
136692187,2026-07,anti-social-behaviour,50.824758,-0.136749,On or near Marlborough Place,,True,north_laine
136692185,2026-07,anti-social-behaviour,50.83256,-0.13719,On or near Theatre/concert Hall,,True,other
136692184,2026-07,anti-social-behaviour,50.820036,-0.138328,On or near Bus/coach Station,,True,the_lanes
136692183,2026-07,anti-social-behaviour,50.831339,-0.137737,On or near Parking Area,,True,other
136692064,2026-07,anti-social-behaviour,50.824065,-0.104901,On or near Camber Close,,True,other
136692062,2026-07,anti-social-behaviour,50.822542,-0.10695,On or near Whitehawk Crescent,,True,other
136692061,2026-07,anti-social-behaviour,50.816382,-0.115873,On or near Percival Terrace,,True,other
136692059,2026-07,anti-social-behaviour,50.838942,-0.124518,On or near Sports/recreation Area,,True,other
136692048,2026-07,anti-social-behaviour,50.82077,-0.14385,On or near South Street,,True,the_lanes
136692046,2026-07,anti-social-behaviour,50.821874,-0.145993,On or near Russell Road,,True,the_lanes
136692045,2026-07,anti-social-behaviour,50.824224,-0.150671,On or near Stone Street,,True,other
136692043,2026-07,anti-social-behaviour,50.835593,-0.151883,On or near Dyke Road,,True,other
136692041,2026-07,anti-social-behaviour,50.824589,-0.174993,On or near Medina Terrace,,True,seafront
136692036,2026-07,anti-social-behaviour,50.833984,-0.19387,On or near Woodhouse Road,,True,hove
136691909,2026-07,anti-social-behaviour,50.825579,-0.119521,On or near Southwater Close,,True,other
136691904,2026-07,anti-social-behaviour,50.82113,-0.135431,On or near Supermarket,,True,kemptown
136691903,2026-07,anti-social-behaviour,50.831339,-0.137737,On or near Parking Area,,True,other
136691894,2026-07,anti-social-behaviour,50.83541,-0.173989,On or near Bus/coach Station,,True,hove
136691887,2026-07,anti-social-behaviour,50.827486,-0.19591,On or near Glendor Road,,True,other
136691776,2026-07,anti-social-behaviour,50.834932,-0.10233,On or near Race Track,,True,other
136691775,2026-07,anti-social-behaviour,50.812957,-0.105946,On or near Parking Area,,True,seafront
136691772,2026-07,anti-social-behaviour,50.818967,-0.110545,On or near The Lees,,True,other
136691771,2026-07,anti-social-behaviour,50.832267,-0.113757,On or near May Road,,True,other
136691768,2026-07,anti-social-behaviour,50.81775,-0.118672,On or near Eastern Terrace Mews,,True,kemptown
136691767,2026-07,anti-social-behaviour,50.830924,-0.120301,On or near Cromwell Street,,True,other
136691766,2026-07,anti-social-behaviour,50.83015,-0.126409,On or near Islingword Road,,True,other
136691765,2026-07,anti-social-behaviour,50.834571,-0.127866,On or near St Mary Magdalene Street,,True,other
136691748,2026-07,anti-social-behaviour,50.828763,-0.174461,On or near Haddington Close,,True,hove
136691746,2026-07,anti-social-behaviour,50.831462,-0.176273,On or near Shopping Area,,True,hove
136691740,2026-07,anti-social-behaviour,50.833199,-0.190818,On or near St Heliers Avenue,,True,hove
136691738,2026-07,anti-social-behaviour,50.828043,-0.198757,On or near Wharf Road,,True,other
136691629,2026-07,anti-social-behaviour,50.812654,-0.10224,On or near Palm Drive,,True,other
136691627,2026-07,anti-social-behaviour,50.813021,-0.107108,On or near Parking Area,,True,seafront
136691614,2026-07,anti-social-behaviour,50.82113,-0.135431,On or near Supermarket,,True,kemptown
136691613,2026-07,anti-social-behaviour,50.82113,-0.135431,On or near Supermarket,,True,kemptown
136691610,2026-07,anti-social-behaviour,50.835617,-0.138703,On or near Winchester Street,,True,other
136691609,2026-07,anti-social-behaviour,50.819411,-0.138722,On or near Grand Junction Road,,True,the_lanes
136691608,2026-07,anti-social-behaviour,50.824026,-0.140484,On or near Jew Street,,True,north_laine
136691603,2026-07,anti-social-behaviour,50.829845,-0.148958,On or near Vernon Terrace,,True,other
136691601,2026-07,anti-social-behaviour,50.825428,-0.154017,On or near Borough Street,,True,other
136691598,2026-07,anti-social-behaviour,50.827377,-0.166231,On or near Nightclub,,True,hove
136691590,2026-07,anti-social-behaviour,50.819411,-0.138722,On or near Grand Junction Road,,True,the_lanes
136691587,2026-07,anti-social-behaviour,50.827486,-0.19591,On or near Glendor Road,,True,other
136691584,2026-07,anti-social-behaviour,50.828043,-0.198757,On or near Wharf Road,,True,other
136691443,2026-07,anti-social-behaviour,50.829993,-0.158353,On or near Somerhill Road,,True,other
136691441,2026-07,anti-social-behaviour,50.824159,-0.161905,On or near Brunswick Mews,,True,other
136691433,2026-07,anti-social-behaviour,50.827486,-0.19591,On or near Glendor Road,,True,other
136691321,2026-07,anti-social-behaviour,50.815991,-0.102275,On or near Cliff Approach,,True,other
136689924,2026-07,anti-social-behaviour,50.831005,-0.132937,On or near Sports/recreation Area,,True,other
136691318,2026-07,anti-social-behaviour,50.819262,-0.107651,On or near Bristol Street,,True,other
136691317,2026-07,anti-social-behaviour,50.839478,-0.118139,On or near Coombe Road,,True,other
136691316,2026-07,anti-social-behaviour,50.81775,-0.118672,On or near Eastern Terrace Mews,,True,kemptown
136691315,2026-07,anti-social-behaviour,50.831389,-0.121262,On or near Elm Grove,,True,other
136691314,2026-07,anti-social-behaviour,50.821287,-0.131705,On or near Chapel Street,,True,kemptown
136691313,2026-07,anti-social-behaviour,50.818908,-0.132538,On or near Aquarium,,True,kemptown
136691312,2026-07,anti-social-behaviour,50.820708,-0.133191,On or near Cavendish Street,,True,kemptown
136691311,2026-07,anti-social-behaviour,50.825923,-0.133153,On or near Ashton Rise,,True,other
136691310,2026-07,anti-social-behaviour,50.819948,-0.13403,On or near Nightclub,,True,kemptown
136691309,2026-07,anti-social-behaviour,50.822323,-0.134631,On or near Dorset Street,,True,kemptown
136691288,2026-07,anti-social-behaviour,50.829977,-0.195906,On or near Sports/recreation Area,,True,other
136691148,2026-07,anti-social-behaviour,50.821927,-0.138551,On or near Pavilion Buildings,,True,the_lanes
136691147,2026-07,anti-social-behaviour,50.821392,-0.141114,On or near Nile Street,,True,the_lanes
136691146,2026-07,anti-social-behaviour,50.823118,-0.141074,On or near North Street,,True,the_lanes
136691145,2026-07,anti-social-behaviour,50.823167,-0.142449,On or near Nightclub,,True,the_lanes
136691143,2026-07,anti-social-behaviour,50.823878,-0.14421,On or near Queen Square,,True,other
136691142,2026-07,anti-social-behaviour,50.821071,-0.14523,On or near Nightclub,,True,the_lanes
136691141,2026-07,anti-social-behaviour,50.824393,-0.146575,On or near Regent Hill,,True,other
136691140,2026-07,anti-social-behaviour,50.823716,-0.147581,On or near Clarence Square,,True,other
136691139,2026-07,anti-social-behaviour,50.822174,-0.149573,On or near Queensbury Mews,,True,other
136691136,2026-07,anti-social-behaviour,50.828655,-0.1522,On or near Windlesham Road,,True,other
136691135,2026-07,anti-social-behaviour,50.824319,-0.153819,On or near Theatre/concert Hall,,True,other
136691134,2026-07,anti-social-behaviour,50.825292,-0.155627,On or near York Road,,True,other
136691132,2026-07,anti-social-behaviour,50.822551,-0.155763,On or near King's Road,,True,seafront
136691121,2026-07,anti-social-behaviour,50.834979,-0.189599,On or near School Road,,True,hove
136691120,2026-07,anti-social-behaviour,50.835258,-0.193096,On or near Ingram Crescent East,,True,hove
136691024,2026-07,anti-social-behaviour,50.821105,-0.107633,On or near Manor Way,,True,other
136691002,2026-07,anti-social-behaviour,50.824538,-0.151738,On or near Parking Area,,True,other
136690999,2026-07,anti-social-behaviour,50.824422,-0.154695,On or near Norfolk Square,,True,other
136690998,2026-07,anti-social-behaviour,50.826774,-0.158948,On or near Farm Road,,True,other
136690997,2026-07,anti-social-behaviour,50.826774,-0.158948,On or near Farm Road,,True,other
136690993,2026-07,anti-social-behaviour,50.833592,-0.174472,On or near Livingstone Road,,True,hove
136690990,2026-07,anti-social-behaviour,50.830068,-0.181482,On or near Pembroke Gardens,,True,hove
136690989,2026-07,anti-social-behaviour,50.834979,-0.189599,On or near School Road,,True,hove
136690988,2026-07,anti-social-behaviour,50.842174,-0.196593,On or near Rowan Avenue,,True,other
