district,month,n,net_sentiment,mean_score,ci95,share_pos,share_neg,reliable,net_sentiment_rolling,zscore,is_anomaly
kemptown,2025-10,15,-0.2,-0.20569156805674235,0.4946867201356899,0.26666666666666666,0.4666666666666667,False,-0.08115942028985511,-1.2086142784466911,False
kemptown,2025-11,23,-0.043478260869565216,-0.058077915855076004,0.39736501177164996,0.30434782608695654,0.34782608695652173,True,0.025507246376811555,-0.6170041125361082,False
kemptown,2025-12,25,0.32,0.37792614221572873,0.361534422505213,0.56,0.24,True,-0.05597423510466992,0.7568461616340227,False
kemptown,2026-01,18,-0.4444444444444444,-0.24489866031540763,0.4495111856513445,0.1111111111111111,0.5555555555555556,False,0.0191245791245791,-2.132548673356428,True
kemptown,2026-02,22,0.18181818181818182,0.022432367910038355,0.418667661857856,0.45454545454545453,0.2727272727272727,True,-0.10714993067934248,0.2345559747594275,False
kemptown,2026-03,17,-0.058823529411764705,0.05610228286069979,0.4765978839295745,0.29411764705882354,0.35294117647058826,False,0.003961180431768634,-0.6750051091940085,False
kemptown,2026-04,27,-0.1111111111111111,-0.13760746849907768,0.3658309146788981,0.25925925925925924,0.37037037037037035,True,0.09150326797385616,-0.8726381348431501,False
kemptown,2026-05,45,0.4444444444444444,0.5437531444761489,0.23112967786814206,0.5111111111111111,0.06666666666666667,True,0.19444444444444442,1.22721276267898,False
kemptown,2026-06,32,0.25,0.13024862296879292,0.34202075489968087,0.40625,0.15625,True,0.25473729543496976,0.4922649485462343,False
kemptown,2026-07,43,0.06976744186046512,0.23901982085649356,0.286638995105078,0.3488372093023256,0.27906976744186046,True,0.2278012684989429,-0.1889657496033869,False
kemptown,2026-08,44,0.36363636363636365,0.3307814354246313,0.267100350055479,0.4772727272727273,0.11363636363636363,True,0.21670190274841433,0.9217799048575791,False
north_laine,2023-01,22,-0.09090909090909091,-0.16551738435571844,0.4139139303516923,0.36363636363636365,0.45454545454545453,True,0.20454545454545453,-1.4660490839803726,False
north_laine,2023-02,22,0.5,0.4316441904414784,0.3709771564649109,0.6363636363636364,0.13636363636363635,True,0.14785788923719959,1.4633606740710658,False
north_laine,2023-03,29,0.034482758620689655,-0.0982789109493124,0.3558373695200075,0.3103448275862069,0.27586206896551724,True,0.2257799671592775,-0.8444236711312609,False
north_laine,2023-04,42,0.14285714285714285,0.1310369145302545,0.2925183286334585,0.3333333333333333,0.19047619047619047,True,0.21597604559065,-0.3071617071688146,False
north_laine,2023-05,51,0.47058823529411764,0.37826623051774266,0.24622484568640324,0.5882352941176471,0.11764705882352941,True,0.30511072353469687,1.3175529485571933,False
north_laine,2023-06,53,0.3018867924528302,0.28172207890816453,0.2564318451168307,0.49056603773584906,0.18867924528301888,True,0.37870379712777047,0.4812218437229058,False
north_laine,2023-07,55,0.36363636363636365,0.4106037345799533,0.2388637380398312,0.5818181818181818,0.21818181818181817,True,0.29456832475700395,0.7873430375976571,False
north_laine,2023-08,55,0.21818181818181817,0.16438758806748824,0.25794495804035195,0.43636363636363634,0.21818181818181817,True,0.250849963045085,0.06625755869268748,False
north_laine,2023-09,41,0.17073170731707318,0.16047564657723032,0.3013423902649755,0.4878048780487805,0.3170731707317073,True,0.1829711751662971,-0.16897459448667745,False
north_laine,2023-10,25,0.16,0.12178494691848755,0.3840482561005819,0.44,0.28,True,0.23987353206865403,-0.22217663286930023,False
north_laine,2023-11,36,0.3888888888888889,0.29200591146945953,0.30195876431517393,0.5277777777777778,0.1388888888888889,True,0.22142450142450143,0.9125314887964365,False
north_laine,2023-12,26,0.11538461538461539,0.28949209589224595,0.3668748363033647,0.4230769230769231,0.3076923076923077,True,0.12047212047212046,-0.44335573649495913,False
north_laine,2024-01,21,-0.14285714285714285,-0.30799820877256845,0.4045446014904534,0.23809523809523808,0.38095238095238093,True,0.004731379731379735,-1.7235796121607188,True
north_laine,2024-02,24,0.041666666666666664,0.13955388714869818,0.38015817800395174,0.2916666666666667,0.25,True,-0.020396825396825396,-0.8088097151867807,False
north_laine,2024-03,25,0.04,0.11022902488708496,0.38954715745504803,0.4,0.36,True,0.06425925925925925,-0.8170721529659001,False
north_laine,2024-04,36,0.1111111111111111,-0.03365607890817854,0.31937489522943985,0.3611111111111111,0.25,True,0.26742463393626187,-0.46454147439013727,False
north_laine,2024-05,43,0.6511627906976745,0.6671895495680875,0.21488939976245552,0.6976744186046512,0.046511627906976744,True,0.3652024117140396,2.2127445656656204,True
north_laine,2024-06,30,0.3333333333333333,0.46105061570803324,0.31979582445693544,0.5333333333333333,0.2,True,0.4114987080103359,0.6371168961591216,False
north_laine,2024-07,56,0.25,0.29012578406504225,0.2455320596571024,0.44642857142857145,0.19642857142857142,True,0.35784313725490197,0.2239950072031496,False
north_laine,2024-08,51,0.49019607843137253,0.3751583216237087,0.2546326556741763,0.6078431372549019,0.11764705882352941,True,0.3022875816993464,1.414758098899775,False
north_laine,2024-09,36,0.16666666666666666,0.16780529916286469,0.3135209109387724,0.4722222222222222,0.3055555555555556,True,0.3424110384894698,-0.18912688175282252,False
north_laine,2024-10,27,0.37037037037037035,0.399717684145327,0.33823344255401727,0.5555555555555556,0.18518518518518517,True,0.1088369070825211,0.8207266245839981,False
north_laine,2024-11,19,-0.21052631578947367,-0.27503897641834457,0.42594881587962236,0.21052631578947367,0.42105263157894735,False,0.15204678362573099,-2.059047010711433,True
north_laine,2024-12,27,0.2962962962962963,0.3345657189687093,0.35251716420382345,0.48148148148148145,0.18518518518518517,True,0.028589993502274202,0.45350716773424515,False
north_laine,2025-01,14,0.0,0.12679843391690934,0.5217447850424908,0.35714285714285715,0.35714285714285715,False,0.11630929174788823,-1.0153706596647667,False
north_laine,2025-02,19,0.05263157894736842,0.22089857176730507,0.43182222754802435,0.3684210526315789,0.3157894736842105,False,0.04784688995215311,-0.7544515719031001,False
north_laine,2025-03,22,0.09090909090909091,0.14662860469384628,0.40035363959130166,0.3181818181818182,0.22727272727272727,True,0.17687914801666924,-0.5646922353491608,False
north_laine,2025-04,31,0.3870967741935484,0.3577267508352957,0.3236577071058411,0.5161290322580645,0.12903225806451613,True,0.27645240548466354,0.9036471470984585,False
north_laine,2025-05,37,0.35135135135135137,0.09583295680381157,0.32010718327035514,0.5405405405405406,0.1891891891891892,True,0.34138747041972844,0.7264405478252779,False
north_laine,2025-06,35,0.2857142857142857,0.36319885764803206,0.3018750657703725,0.45714285714285713,0.17142857142857143,True,0.32568854568854566,0.4010472453271376,False
north_laine,2025-07,50,0.34,0.32571694135665896,0.25732433028548074,0.52,0.18,True,0.32761904761904764,0.6701666472755996,False
north_laine,2025-08,70,0.35714285714285715,0.33952738898141044,0.2161927540333607,0.5285714285714286,0.17142857142857143,True,0.31368176538908243,0.7551517215751138,False
north_laine,2025-09,41,0.24390243902439024,0.169792569265133,0.301643520414875,0.4634146341463415,0.21951219512195122,True,0.20034843205574912,0.19376657630393213,False
north_laine,2025-10,36,0.0,-0.062309114469422236,0.32223284866091195,0.3055555555555556,0.3055555555555556,True,0.18130081300813006,-1.0153706596647667,False
north_laine,2025-11,30,0.3,0.20425366560618083,0.348628135470412,0.4666666666666667,0.16666666666666666,True,0.16249999999999998,0.4718681405767328,False
north_laine,2025-12,32,0.1875,0.12796655111014843,0.344856843586868,0.46875,0.28125,True,0.08406862745098037,-0.08584640951382946,False
north_laine,2026-01,17,-0.23529411764705882,-0.07631393741158878,0.4768290545407675,0.23529411764705882,0.47058823529411764,False,0.07295751633986926,-2.1818324637757467,True
north_laine,2026-02,15,0.26666666666666666,0.18264111677805583,0.49929624720469484,0.5333333333333333,0.26666666666666666,False,-0.05014854426619134,0.306619384994344,False
north_laine,2026-03,22,-0.18181818181818182,-0.10579574649984186,0.4153553621900995,0.2727272727272727,0.45454545454545453,True,0.04978820462691428,-1.9167275082959785,True
north_laine,2026-04,31,0.06451612903225806,-0.02318957928688294,0.3460621129500794,0.3548387096774194,0.2903225806451613,True,0.11032460309434723,-0.6955343585375625,False
north_laine,2026-05,29,0.4482758620689655,0.5126664864605871,0.3040222623629297,0.5862068965517241,0.13793103448275862,True,0.29130103407077823,1.2069401912708073,False
north_laine,2026-06,36,0.3611111111111111,0.3346137801806132,0.30284365775606387,0.4722222222222222,0.1111111111111111,True,0.33362544496073476,0.774824192477779,False
north_laine,2026-07,47,0.19148936170212766,0.13348686948735664,0.2743778678675329,0.3617021276595745,0.1702127659574468,True,0.2933955599032635,-0.06606929780849038,False
north_laine,2026-08,58,0.3275862068965517,0.37213207627164907,0.23827267130465857,0.5,0.1724137931034483,True,0.25953778429933966,0.6086257314035374,False
seafront,2023-01,30,-0.23333333333333334,-0.2757473886013031,0.3235719750839049,0.13333333333333333,0.36666666666666664,True,-0.17222222222222222,-1.8681218748019146,True
seafront,2023-02,18,-0.1111111111111111,-0.31672976083225673,0.440293277936908,0.2222222222222222,0.3333333333333333,False,-0.06481481481481481,-1.2402196588089296,False
seafront,2023-03,20,0.15,0.19491852521896363,0.42639593070994253,0.4,0.25,True,0.022222222222222223,0.1012078026306283,False
seafront,2023-04,36,0.027777777777777776,0.04087755249606238,0.32290759503006167,0.3611111111111111,0.3333333333333333,True,0.1447293447293447,-0.5266944133623563,False
seafront,2023-05,39,0.2564102564102564,0.32085363681499773,0.29674087930965415,0.5128205128205128,0.2564102564102564,True,0.13472934472934472,0.6478779137573876,False
seafront,2023-06,50,0.12,0.09596879482269287,0.2724556375279536,0.44,0.32,True,0.13076109076109074,-0.052913650385831554,False
seafront,2023-07,63,0.015873015873015872,-0.03204232548910474,0.24205422900155543,0.31746031746031744,0.30158730158730157,True,0.19633267195767198,-0.5878537201149198,False
seafront,2023-08,64,0.453125,0.44635870959609747,0.21416004897604296,0.546875,0.09375,True,0.188852997160924,1.658476650817775,True
seafront,2023-09,41,0.0975609756097561,-0.07577702039625586,0.29712353453344814,0.3170731707317073,0.21951219512195122,True,0.22657274455809076,-0.1681914851623706,False
seafront,2023-10,31,0.12903225806451613,0.2728756704638081,0.33653343784214884,0.41935483870967744,0.2903225806451613,True,0.10886441122475742,-0.006511492488402773,False
seafront,2023-11,30,0.1,-0.049993995825449625,0.35572163349927244,0.36666666666666664,0.26666666666666666,True,0.20278086763070077,-0.15566128573013807,False
seafront,2023-12,29,0.3793103448275862,0.3704647894563346,0.3361379355495683,0.5517241379310345,0.1724137931034483,True,0.255008210180624,1.2792625871817296,False
seafront,2024-01,14,0.2857142857142857,0.301846444606781,0.4940531598710404,0.35714285714285715,0.07142857142857142,False,0.17405582922824303,0.7984238996098515,False
seafront,2024-02,21,-0.14285714285714285,-0.5061406152588981,0.3690992409041901,0.23809523809523808,0.38095238095238093,True,-0.023809523809523808,-1.4033111434824324,False
seafront,2024-03,28,-0.21428571428571427,-0.20369429886341095,0.36206814426204276,0.25,0.4642857142857143,True,-0.10863095238095237,-1.770266983997813,True
seafront,2024-04,32,0.03125,0.11915133520960809,0.34123703892358037,0.28125,0.25,True,0.00039160401002507245,-0.508856282226192,False
seafront,2024-05,38,0.18421052631578946,0.2025475627497623,0.30794194347133635,0.42105263157894735,0.23684210526315788,True,0.2292275828460039,0.27696033677220533,False
seafront,2024-06,36,0.4722222222222222,0.6503880404763751,0.2444838476489883,0.5833333333333334,0.1111111111111111,True,0.27941697678539784,1.7565863720666788,True
seafront,2024-07,55,0.18181818181818182,0.16358939842744308,0.25887890939798675,0.43636363636363634,0.2545454545454545,True,0.36952861952861954,0.2646699497692979,False
seafront,2024-08,55,0.45454545454545453,0.43589530966498635,0.23190295897280283,0.509090909090909,0.05454545454545454,True,0.22138047138047137,1.665774068100751,True
seafront,2024-09,36,0.027777777777777776,-0.0781897356112798,0.31862934696586803,0.3055555555555556,0.2777777777777778,True,0.256012506012506,-0.5266944133623563,False
seafront,2024-10,21,0.2857142857142857,0.33097333567483084,0.3974834601785223,0.5238095238095238,0.23809523809523808,True,0.08862433862433862,0.7984238996098515,False
seafront,2024-11,21,-0.047619047619047616,-0.3111247250011989,0.4075551553595578,0.3333333333333333,0.38095238095238093,True,0.12874779541446207,-0.9140366894619247,False
seafront,2024-12,27,0.14814814814814814,0.2621893617841933,0.36474241079241876,0.4074074074074074,0.25925925925925924,True,0.07517636684303351,0.09169413269134065,False
seafront,2025-01,16,0.125,-0.09532472118735313,0.4901216576779416,0.4375,0.3125,False,0.11669040835707502,-0.027226741549754886,False
seafront,2025-02,13,0.07692307692307693,-0.09298933010834914,0.552423582803291,0.38461538461538464,0.3076923076923077,False,0.13397435897435897,-0.27421624958895335,False
seafront,2025-03,25,0.2,0.13535069704055785,0.37987389105885877,0.4,0.2,True,0.1675765095119934,0.35807689099139484,False
seafront,2025-04,31,0.22580645161290322,0.18616392920094152,0.33699327387586187,0.3870967741935484,0.16129032258064516,True,0.1884471117779445,0.4906544849840484,False
seafront,2025-05,43,0.13953488372093023,0.06226940487706384,0.2975032495449247,0.37209302325581395,0.23255813953488372,True,0.11384393717476989,0.047444505066746974,False
seafront,2025-06,42,-0.023809523809523808,0.07838230899402074,0.29865846726470346,0.3333333333333333,0.35714285714285715,True,0.09299688867795179,-0.7917180759567979,False
seafront,2025-07,49,0.16326530612244897,0.05969082944247187,0.27696055334064246,0.42857142857142855,0.2653061224489796,True,0.15759637188208617,0.16935674444062754,False
seafront,2025-08,42,0.3333333333333333,0.2887292007605235,0.287836451531442,0.5476190476190477,0.21428571428571427,True,0.15002900384960186,1.043061126620105,False
seafront,2025-09,43,-0.046511627906976744,-0.10360720545746559,0.28428599204155774,0.2558139534883721,0.3023255813953488,True,0.16227390180878554,-0.9083474516244769,False
seafront,2025-10,20,0.2,0.2005805790424347,0.4344525536992024,0.4,0.2,True,-0.015503875968992248,0.35807689099139484,False
seafront,2025-11,20,-0.2,-0.4922810196876526,0.3739107047464232,0.15,0.35,True,-0.06060606060606061,-1.696875815894737,True
seafront,2025-12,22,-0.18181818181818182,-0.35711326924237335,0.39496969113597563,0.22727272727272727,0.4090909090909091,True,-0.10428422152560084,-1.60346887467264,True
seafront,2026-01,29,0.06896551724137931,-0.22801072844143572,0.3550464390569053,0.3103448275862069,0.2413793103448276,True,-0.09317311041448972,-0.3150972716092345,False
seafront,2026-02,18,-0.16666666666666666,-0.21937818990813363,0.4571515027921486,0.16666666666666666,0.3333333333333333,False,0.03687739463601533,-1.525629756987559,True
seafront,2026-03,24,0.20833333333333334,0.2424197718501091,0.3914893360737647,0.4166666666666667,0.20833333333333334,True,0.09434865900383142,0.40088840571818923,False
seafront,2026-04,29,0.2413793103448276,0.16837177194398026,0.35979333440033473,0.5172413793103449,0.27586206896551724,True,0.25246831712348955,0.5706582054968568,False
seafront,2026-05,39,0.3076923076923077,0.38115730041112655,0.2918256355536975,0.5384615384615384,0.23076923076923078,True,0.23163498379015623,0.9113333889991995,False
seafront,2026-06,48,0.14583333333333334,0.11203621203700702,0.27955259271103805,0.4375,0.2916666666666667,True,0.2381317354143441,0.07980204526723118,False
seafront,2026-07,46,0.2608695652173913,0.1444659323795982,0.2798608989081144,0.43478260869565216,0.17391304347826086,True,0.3368254944854616,0.6707870855175452,False
seafront,2026-08,53,0.6037735849056604,0.5502792608063176,0.22519789819616967,0.6981132075471698,0.09433962264150944,True,0.43232157506152574,2.432415944168905,True
the_lanes,2023-01,21,0.047619047619047616,0.021097078209831602,0.4253292088031553,0.2857142857142857,0.23809523809523808,True,0.06380952380952382,-0.2507826728406057,False
the_lanes,2023-02,25,0.08,0.2846744251251221,0.3680855158949382,0.28,0.2,True,-0.045695611577964514,-0.08820551212617482,False
the_lanes,2023-03,34,-0.2647058823529412,-0.39985178849276376,0.30572701505244204,0.2647058823529412,0.5294117647058824,True,-0.061568627450980386,-1.8188928302505571,True
the_lanes,2023-04,36,0.0,0.006244881285561471,0.3216452622037624,0.2222222222222222,0.2222222222222222,True,0.034571723426212585,-0.48986673271476866,False
the_lanes,2023-05,57,0.3684210526315789,0.33828367789586383,0.24294890706616748,0.5614035087719298,0.19298245614035087,True,0.257558790593505,1.3598888884169131,False
the_lanes,2023-06,47,0.40425531914893614,0.3762728432391552,0.2605798606290902,0.574468085106383,0.1702127659574468,True,0.27510265024262787,1.5398043287701466,True
