place_id,name,lat,lon,osm_tag,osm_type,category,cuisine,street,housenumber,website,opening_hours,district,n_texts,share_pos,share_neg,mean_score,net_sentiment,net_sentiment_shrunk,confidence
node/566635627,The Quadrant,50.8240815,-0.1434446,amenity,pub,nightlife,,North Street Quadrant,12-13,,,north_laine,6,1.0,0.0,0.9991521934668223,1.0,0.627696590118302,0.5454545454545454
node/566636038,Fiddlers Elbow,50.8221119,-0.1436287,amenity,pub,nightlife,,Boyces Street,11-12,,,the_lanes,6,0.6666666666666666,0.0,0.9696618815263113,0.6666666666666666,0.4458784083001202,0.5454545454545454
node/566636132,The Coal Shed,50.8229056,-0.1407812,amenity,restaurant,food,steak_house,North Street,30-31,https://www.coalshed-restaurant.co.uk/,,the_lanes,3,0.6666666666666666,0.0,0.9840173721313477,0.6666666666666666,0.3630828114126653,0.375
node/599147160,Tesco Express,50.8266119,-0.141846,shop,convenience,shopping,,Queens Road,104,https://www.tesco.com/store-locator/brighton/104-queens-rd,Mo-Su 06:00-23:00,north_laine,7,0.2857142857142857,0.5714285714285714,-0.4251035281590053,-0.2857142857142857,-0.0912781257248898,0.5833333333333334
node/599150171,Thai Spice,50.8221356,-0.1437628,amenity,restaurant,food,thai,Boyces Street,13,,,the_lanes,5,0.8,0.0,0.9973853707313538,0.8,0.49046624913013226,0.5
node/599151839,Inn On The Square,50.8233949,-0.1444843,amenity,pub,nightlife,,Cranbourne Street,11,https://innonthesquare.pub/,,the_lanes,5,0.2,0.4,-0.17584819793701173,-0.2,-0.009533750869867774,0.5
node/599152744,Boho Gelato,50.8224543,-0.1417775,amenity,ice_cream,cafe,,Ship Street,31,,11:00-18:00,the_lanes,4,0.75,0.25,0.4990888833999634,0.5,0.32274027681125805,0.4444444444444444
node/622204053,Noodles Soup,50.8230485,-0.1439854,amenity,restaurant,food,noodle;asian,West Street,37,,,the_lanes,10,0.4,0.2,0.002274435758590676,0.2,0.19364416608675483,0.6666666666666666
node/622204697,MyHotel Brighton,50.8243868,-0.1387968,tourism,hotel,accommodation,,Jubilee Street,17,,,north_laine,3,0.3333333333333333,0.3333333333333333,0.26902655760447186,0.0,0.11308281141266528,0.375
node/622310944,Caxton Arms,50.826894,-0.1425581,amenity,pub,nightlife,,North Gardens,36,,,north_laine,6,0.6666666666666666,0.16666666666666666,0.6151170829931895,0.5,0.3549693173910293,0.5454545454545454
node/622622154,Hotel Du Vin Bistro,50.820581,-0.1423983,amenity,restaurant,food,,Ship Street,3-6,,,the_lanes,7,0.2857142857142857,0.14285714285714285,0.41297311442238943,0.14285714285714285,0.1587218742751102,0.5833333333333334
node/735081861,Helm,50.825467,-0.138271,tourism,gallery,culture,,North Road,15,https://helm-gallery.com/,"Mo-We,Su 10:00-18:00; Th-Sa 10:00-23:00",north_laine,5,0.6,0.2,0.5059109449386596,0.39999999999999997,0.2904662491301322,0.5
node/807926820,East Street Tap,50.8200789,-0.1390666,amenity,pub,nightlife,,East Street,74,,,the_lanes,8,0.375,0.25,0.2530357763171196,0.125,0.14651249933087096,0.6153846153846154
node/882334383,The Pond,50.8271461,-0.1407905,amenity,pub,nightlife,,Gloucester Road,49,,,north_laine,7,0.7142857142857143,0.0,0.743446409702301,0.7142857142857143,0.4920552076084435,0.5833333333333334
node/882334386,The Foundry,50.8265013,-0.1400538,amenity,pub,nightlife,,Foundry Street,13-14,https://www.foundrypub.co.uk/,,north_laine,5,1.0,0.0,0.9991514801979064,1.0,0.5904662491301322,0.5
node/967063280,The Bootlegger,50.820616,-0.143232,amenity,bar,nightlife,,Middle Street,78,,,the_lanes,4,0.5,0.0,0.0991338640451431,0.5,0.32274027681125805,0.4444444444444444
node/1115941392,Lantern Theatre,50.8202221,-0.1307001,amenity,theatre,culture,,St. James's Street,77,https://www.lanterntheatrebrighton.co.uk/,,kemptown,8,0.5,0.375,0.24881014972925186,0.125,0.14651249933087096,0.6153846153846154
node/1115941449,Amsterdam,50.820072,-0.1349206,amenity,bar,nightlife,,Marine Parade,11-12,,,kemptown,6,0.6666666666666666,0.0,0.3666673501332601,0.6666666666666666,0.4458784083001202,0.5454545454545454
node/1115941550,The Oak,50.8205811,-0.1319357,amenity,pub,nightlife,,St. James's Street,46,,,kemptown,6,0.6666666666666666,0.3333333333333333,0.3337012231349945,0.3333333333333333,0.2640602264819384,0.5454545454545454
node/1115941691,Anatolia,50.8204502,-0.1310299,amenity,restaurant,food,turkish,St. James's Street,51,,Mo-Sa 12:00-23:00; Su 12:00-22:00,kemptown,4,0.5,0.25,0.012357562780380249,0.25,0.21162916570014692,0.4444444444444444
node/1115993922,Days,50.8199553,-0.1389861,amenity,restaurant,food,,East Street,75-79,,,the_lanes,6,0.16666666666666666,0.5,-0.6398513913154602,-0.33333333333333337,-0.09957613715442525,0.5454545454545454
node/1115993944,YORI,50.8210928,-0.1403495,amenity,restaurant,food,korean,Prince Albert Street,24,https://yoriuk.com/,,the_lanes,4,0.0,0.25,-0.975077211856842,-0.25,-0.010593056522075305,0.4444444444444444
node/1115993946,The Co-operative Food,50.8232517,-0.1410569,shop,supermarket,shopping,,North Street,147-148,https://www.coop.co.uk/store-finder/BN1-1RE/147-148-north-street,Mo-Su 07:00-23:00,the_lanes,7,0.42857142857142855,0.2857142857142857,0.42217289549963816,0.14285714285714285,0.1587218742751102,0.5833333333333334
node/1115993985,Bella Italia,50.8210385,-0.1401579,amenity,restaurant,food,italian,Market Street,24,https://www.bellaitalia.co.uk/restaurants/brighton/market-street,Mo-Th 11:00-22:00; Fr-Sa 11:00-23:00; Su 11:00-22:00,the_lanes,4,0.25,0.5,-0.4950147569179535,-0.25,-0.010593056522075305,0.4444444444444444
node/1116012477,Buddies,50.8204504,-0.1431493,amenity,restaurant,food,,King's Road,46-48,,,the_lanes,4,0.5,0.0,0.4796226769685746,0.5,0.32274027681125805,0.4444444444444444
node/1116012638,Fish & Chips,50.8203335,-0.14246,amenity,fast_food,food,fish_and_chips,King's Road,39,,,the_lanes,3,0.6666666666666666,0.0,0.9875204761823019,0.6666666666666666,0.3630828114126653,0.375
node/1116658747,Zara,50.8233632,-0.1452685,shop,clothes,shopping,,,,https://www.zara.com/uk/en/stores-locator/zara-brighton-churchill-square-s12666,,the_lanes,4,0.25,0.0,-0.026494100689888028,0.25,0.21162916570014692,0.4444444444444444
node/1116658776,Crown's,50.8232616,-0.1445718,amenity,pub,nightlife,,Cranbourne Street,9-10,,,the_lanes,5,0.4,0.2,0.18287421464920045,0.2,0.19046624913013224,0.5
node/1123948335,The Freemason's,50.825684,-0.1596926,amenity,pub,nightlife,,Western Road,38-39,https://www.freemasons.pub/,"Mo-Th 12:00-01:00, Fr,Sa 12:00-02:00, Su 11:00-23:00",hove,7,0.5714285714285714,0.14285714285714285,0.4448643922805786,0.42857142857142855,0.3253885409417769,0.5833333333333334
node/1123948368,Canham & Sons,50.8272396,-0.1681636,amenity,restaurant,food,,Church Road,48,,,hove,6,0.3333333333333333,0.0,0.7104254762331644,0.3333333333333333,0.2640602264819384,0.5454545454545454
node/1123948384,Libation,50.8269143,-0.1671498,amenity,restaurant,food,,Victoria Grove,10,,,hove,8,0.625,0.0,0.7441087514162064,0.625,0.45420480702317867,0.6153846153846154
node/1123948390,Maré by Rafael Cagali,50.8273828,-0.169264,amenity,restaurant,food,,Church Road,60,https://www.marehove.com/,,hove,7,0.42857142857142855,0.2857142857142857,0.13621274062565392,0.14285714285714285,0.1587218742751102,0.5833333333333334
node/1123948408,Mekan,50.8262129,-0.1621591,amenity,restaurant,food,turkish,Western Road,64,,,hove,3,0.0,0.6666666666666666,-0.33940500020980835,-0.6666666666666666,-0.1369171885873347,0.375
node/1123948410,Fatto a Mano,50.8273472,-0.1664223,amenity,restaurant,food,pizza,Church Road,65-67,https://www.fattoamanopizza.com/,Mo-Th 12:00-22:00; Fr-Sa 12:00-22:30; Su 12:00-21:30,hove,6,0.3333333333333333,0.16666666666666666,0.33539249499638873,0.16666666666666666,0.17315113557284748,0.5454545454545454
node/1123948439,Starbucks,50.8258111,-0.1607758,amenity,cafe,cafe,coffee_shop,Western Road,50-51,https://www.starbucks.co.uk/store-locator/25243-240308,"Mo-Sa 07:00-18:30; Su,PH 09:00-18:00",hove,5,0.0,0.4,0.17247421741485597,-0.4,-0.10953375086986776,0.5
node/1123948521,Topolino,50.8276967,-0.1694117,amenity,restaurant,food,italian,Church Road,97,,,hove,3,1.0,0.0,0.9975610971450806,1.0,0.4880828114126653,0.375
node/1123948526,The Blind Busker,50.8274345,-0.1672752,amenity,pub,nightlife,,Church Road,75-77,https://www.greatukpubs.co.uk/blind-busker-hove,,hove,7,0.2857142857142857,0.42857142857142855,0.12268192427498956,-0.14285714285714285,-0.007944792391556479,0.5833333333333334
node/1123948579,La Fourchette,50.8268654,-0.1665608,amenity,restaurant,food,,Queen's Place,6,,,hove,6,0.6666666666666666,0.0,0.9946736494700114,0.6666666666666666,0.4458784083001202,0.5454545454545454
node/1123948594,Third Avenue / Catch & Grill,50.8274418,-0.169762,amenity,restaurant,food,,Church Road,70-72,,,hove,5,0.4,0.4,-0.17841550111770632,0.0,0.09046624913013222,0.5
node/1123948693,Cin Cin Italian Bar And Kitchen,50.8260658,-0.1614849,amenity,restaurant,food,italian,Western Road,60,,,hove,7,0.14285714285714285,0.14285714285714285,-0.3728538921901158,0.0,0.07538854094177685,0.5833333333333334
node/1123948709,Baked,50.8274175,-0.1668782,amenity,cafe,cafe,,Church Road,69,,,hove,3,0.0,0.3333333333333333,0.3229945699373881,-0.3333333333333333,-0.011917188587334718,0.375
node/1123981148,Old Albion,50.8277798,-0.1721255,amenity,pub,nightlife,,Church Road,110,,,hove,7,0.5714285714285714,0.14285714285714285,0.43241060631615774,0.42857142857142855,0.3253885409417769,0.5833333333333334
node/1123981149,Otello,50.8278848,-0.1730151,amenity,restaurant,food,italian,Church Road,122,https://www.otellorestaurant.co.uk/,,hove,6,0.0,0.3333333333333333,-0.3187900086243947,-0.3333333333333333,-0.09957613715442525,0.5454545454545454
node/1123981176,Bagelman,50.8277371,-0.1719143,amenity,cafe,cafe,,Church Road,106,,,hove,7,0.2857142857142857,0.2857142857142857,-0.41802329676491873,0.0,0.07538854094177685,0.5833333333333334
node/1123981183,GAIL's,50.828262,-0.1742744,amenity,cafe,cafe,,Church Road,157,https://gails.com/pages/hove,,hove,6,0.6666666666666666,0.0,0.3369205395380655,0.6666666666666666,0.4458784083001202,0.5454545454545454
node/1123981195,Moss Bros,50.827995,-0.1740466,shop,clothes,shopping,,Church Road,134-140,,,hove,6,0.6666666666666666,0.3333333333333333,0.3336300452550252,0.3333333333333333,0.2640602264819384,0.5454545454545454
node/1123981199,Issa Sushi,50.8278506,-0.1727382,amenity,restaurant,food,,Church Road,116,,,hove,4,0.25,0.0,0.4539279341697693,0.25,0.21162916570014692,0.4444444444444444
node/1123981208,Bankers Express,50.828081,-0.1727035,amenity,fast_food,food,,Church Road,131,,,hove,6,0.8333333333333334,0.0,0.9879997571309408,0.8333333333333334,0.5367874992092111,0.5454545454545454
node/1123981226,The Seafield,50.8280759,-0.1748118,amenity,pub,nightlife,,Church Road,150,,,hove,4,0.75,0.25,0.4994018226861954,0.5,0.32274027681125805,0.4444444444444444
node/1123981257,PizzaExpress,50.8279504,-0.171411,amenity,restaurant,food,pizza,Church Road,107,https://www.pizzaexpress.com/hove-church-road,,hove,7,0.14285714285714285,0.14285714285714285,0.12423292228153772,0.0,0.07538854094177685,0.5833333333333334
node/1134860830,Dead Wax Social,50.8241876,-0.1400738,amenity,bar,nightlife,,Bond Street,18A,,,north_laine,6,0.5,0.5,0.00030071536699927126,0.0,0.08224204466375656,0.5454545454545454
node/1135615936,Bath Arms,50.8221092,-0.1410413,amenity,pub,nightlife,,Meeting House Lane,4-5,,,the_lanes,5,0.4,0.0,0.5353214383125305,0.4,0.29046624913013225,0.5
node/1135717014,The Font,50.8222748,-0.1410482,amenity,pub,nightlife,,Union Street,,,,the_lanes,7,0.2857142857142857,0.5714285714285714,-0.4125069720404489,-0.2857142857142857,-0.0912781257248898,0.5833333333333334
node/1135729517,Enigma,50.8216625,-0.144111,amenity,bar,nightlife,,West Street,75,https://www.enigmabrighton.co.uk/,,the_lanes,5,0.8,0.2,0.5991402268409729,0.6000000000000001,0.3904662491301323,0.5
node/1152974474,3 Jolly Butchers,50.82609,-0.1414179,amenity,pub,nightlife,,North Road,59,,,north_laine,7,0.2857142857142857,0.14285714285714285,0.6526445831571307,0.14285714285714285,0.1587218742751102,0.5833333333333334
node/1155218246,The Heart & Hand,50.8257993,-0.1395339,amenity,pub,nightlife,,North Road,75,,,north_laine,8,0.25,0.25,-0.05784596502780913,0.0,0.06958942240779402,0.6153846153846154
node/1155346441,Al Duomo,50.8220221,-0.1382218,amenity,restaurant,food,italian,Pavilion Buildings,7,https://www.alduomo.co.uk/,,the_lanes,5,1.0,0.0,0.9985287189483643,1.0,0.5904662491301322,0.5
node/1155374822,Moshimo,50.8206337,-0.140744,amenity,restaurant,food,sushi,Bartholomew Square,,,,the_lanes,4,0.0,0.25,-0.05612790584564212,-0.25,-0.010593056522075305,0.4444444444444444
node/1155389238,The Druids Head,50.8217717,-0.1401881,amenity,pub,nightlife,,Brighton Place,9,https://www.greeneking.co.uk/pubs/east-sussex/druids-head,,the_lanes,5,0.4,0.4,-0.16982910633087162,0.0,0.09046624913013222,0.5
node/1155389248,The Market Inn,50.8217012,-0.1392319,amenity,pub,nightlife,,Market Street,1,,,the_lanes,3,0.0,0.3333333333333333,-0.9660949110984802,-0.3333333333333333,-0.011917188587334718,0.375
node/1155408975,Burger King,50.82345,-0.1431272,amenity,fast_food,food,burger,North Street,63-65,https://locations.burgerking.co.uk/brighton/63-65-north-street,"Mo-Th 10:00-05:00, Fr,Sa 10:00-06:00, Su 10:00-03:00",the_lanes,4,0.25,0.5,-0.0036993622779845914,-0.25,-0.010593056522075305,0.4444444444444444
node/1155409006,Ben & Jerry's,50.8210385,-0.1456571,amenity,ice_cream,cafe,ice_cream,,,,Mo-Fr 08:00-21:30; Sa 09:00-21:30; Su 09:30-21:30,the_lanes,5,0.4,0.2,0.5816329956054688,0.2,0.19046624913013224,0.5
node/1155416607,The Walrus,50.8210133,-0.1421607,amenity,pub,nightlife,,Ship Street,10,,,the_lanes,6,0.8333333333333334,0.0,0.6676092147827148,0.8333333333333334,0.5367874992092111,0.5454545454545454
node/1155446692,Barbara’s Bier Haus,50.820966,-0.1443807,amenity,pub,nightlife,,West Street,79-81,https://barbarasbierhaus.co.uk/brighton/,Mo-Fr Su 16:00-03:00 Sa 12:00-03:00,the_lanes,4,0.0,0.75,-0.5081685036420822,-0.75,-0.23281527874429753,0.4444444444444444
node/1155462013,Seven Stars,50.8222859,-0.1417241,amenity,pub,nightlife,,Ship Street,27,http://www.sevenstarsbrighton.com/,,the_lanes,3,0.0,0.3333333333333333,-0.3268489837646485,-0.3333333333333333,-0.011917188587334718,0.375
node/1155462025,Casa Don Carlos,50.8221631,-0.141091,amenity,restaurant,food,tapas,Union Street,5,,,the_lanes,6,0.8333333333333334,0.16666666666666666,0.6655503412087759,0.6666666666666667,0.4458784083001202,0.5454545454545454
node/1155467586,Riddle & Finns The Lanes,50.8225531,-0.1404464,amenity,restaurant,food,seafood,Meeting House Lane,12B,https://www.riddleandfinns.co.uk/restaurant-brighton-lanes/,,the_lanes,6,0.16666666666666666,0.16666666666666666,0.06570145487785341,0.0,0.08224204466375656,0.5454545454545454
node/1155472958,Nando's,50.8228578,-0.1427944,amenity,restaurant,food,chicken;portuguese,Duke Street,34,https://www.nandos.co.uk/restaurants/brighton-duke-street,,the_lanes,6,0.3333333333333333,0.5,-0.33128513892491657,-0.16666666666666669,-0.00866704624533434,0.5454545454545454
node/1155519665,The Post & Telegraph,50.8230339,-0.1404452,amenity,pub,nightlife,,North Street,155-158,https://www.jdwetherspoon.com/pubs/all-pubs/england/east-sussex/the-post--telegraph-brighton,Mo-Th 08:00-24:00; Fr-Sa 08:00-01:00; Su 08:00-23:30,the_lanes,8,0.375,0.25,0.033124826848506914,0.125,0.14651249933087096,0.6153846153846154
node/1155702188,Sallis Benney Theatre,50.82424,-0.1350903,amenity,theatre,culture,,Grand Parade,58-67,http://arts.brighton.ac.uk/whats-on/gallery-theatre,,kemptown,3,0.6666666666666666,0.0,0.4331083099047343,0.6666666666666666,0.3630828114126653,0.375
node/1173762665,Pret A Manger,50.8236261,-0.1440224,amenity,fast_food,food,sandwich,North Street,77,https://www.pret.co.uk/en-GB/shop-finder/l/brighton/77-north-street/10934,Mo-Fr 07:30-17:00; Sa 08:00-17:00; Su 08:30-16:00,the_lanes,7,0.2857142857142857,0.2857142857142857,0.19257467985153198,0.0,0.07538854094177685,0.5833333333333334
node/1173770511,Auntie Anne's,50.8288719,-0.1411137,amenity,fast_food,food,pretzel,Queens Road,,,,north_laine,3,0.3333333333333333,0.0,0.31117169062296546,0.3333333333333333,0.2380828114126653,0.375
node/1173771365,Bright News,50.8290963,-0.1437431,shop,convenience,shopping,,Buckingham Road,67A,,,north_laine,7,0.2857142857142857,0.0,0.6696846910885402,0.2857142857142857,0.24205520760844354,0.5833333333333334
node/1187807354,Five Guys,50.8242478,-0.1391025,amenity,fast_food,food,burger,Jubilee Street,1,https://restaurants.fiveguys.co.uk/south-east/1-jubilee-street,"Mo-Sa 10:00-24:00, Su 10:00-22:30",north_laine,6,0.3333333333333333,0.0,0.06190345684687296,0.3333333333333333,0.2640602264819384,0.5454545454545454
node/1205836910,The Duke of Wellington,50.827653,-0.1432541,amenity,pub,nightlife,,Upper Gloucester Road,70,,"Mo-Th 11:30-24:00, Fr 11:30-01:00, Sa 11:30-01:00, Su 10:30-23:00",north_laine,4,0.5,0.25,0.47797857224941254,0.25,0.21162916570014692,0.4444444444444444
node/1205836919,Rudy's Pizza Napoletana,50.8246398,-0.1385942,amenity,restaurant,food,pizza,Jubilee Street,17,https://www.rudyspizza.co.uk/location/brighton/,,north_laine,7,0.14285714285714285,0.42857142857142855,-0.4370136090687343,-0.2857142857142857,-0.0912781257248898,0.5833333333333334
node/1236329255,Las Iguanas,50.8249358,-0.1388352,amenity,restaurant,food,mexican,Jubilee Street,7,https://www.iguanas.co.uk/restaurants/brighton/,Mo-Th 11:00-22:00; Fr 11:00-22:30; Sa 11:00-23:30; Su 11:00-22:00,north_laine,9,0.3333333333333333,0.1111111111111111,0.1628325515323215,0.2222222222222222,0.20747589223580873,0.6428571428571429
node/1236329479,Ten Green Bottles,50.825025,-0.138755,amenity,bar,nightlife,,Jubilee Street,9,,Mo 16:00-23:00; Tu-Sa 12:00-23:00; Su 12:00-21:00,north_laine,3,0.0,0.3333333333333333,-0.9454125563303629,-0.3333333333333333,-0.011917188587334718,0.375
node/1236329881,Starbucks,50.8254658,-0.1385742,amenity,cafe,cafe,coffee_shop,Jubilee Street,,https://www.starbucks.co.uk/store-locator/25244-240307,Mo-Fr 07:00-18:00; Sa 08:00-18:00; Su 08:30-17:00,north_laine,3,0.3333333333333333,0.3333333333333333,0.329391360282898,0.0,0.11308281141266528,0.375
node/1236331057,Pussy,50.8259259,-0.1388944,shop,gift,shopping,,Kensington Gardens,3a,https://www.pussyhomeboutique.co.uk/,10:00-18:00; Su 11:00-17:00,north_laine,5,0.4,0.4,-0.19567364454269406,0.0,0.09046624913013222,0.5
node/1236331934,Iydea,50.8267377,-0.1384212,amenity,cafe,cafe,,Kensington Gardens,17,,Mo-Sa 09:30-17:30; Su 09:30-17:00,north_laine,5,0.4,0.2,0.5680651307106018,0.2,0.19046624913013224,0.5
node/1271979058,Burger King,50.8386506,-0.172949,amenity,fast_food,food,burger,Newtown Road,,https://locations.burgerking.co.uk/hove/goldstone-retail-park,"Mo-Th 10:00-22:00; Fr,Sa 10:00-23:00; Su 10:30-22:00",hove,5,0.6,0.2,0.598659348487854,0.39999999999999997,0.2904662491301322,0.5
node/1273295136,The Gym Group,50.8193646,-0.1339422,leisure,fitness_centre,outdoor,,,,https://www.thegymgroup.com/find-a-gym/brighton-gyms/brighton-madeira-drive/,,kemptown,3,1.0,0.0,0.9990156094233195,1.0,0.4880828114126653,0.375
node/1273301708,PureGym,50.82583,-0.1412971,leisure,fitness_centre,outdoor,,North Road,,https://www.puregym.com/gyms/brighton-central/,,north_laine,7,0.7142857142857143,0.0,0.7079883473260062,0.7142857142857143,0.4920552076084435,0.5833333333333334
node/1274328349,The Actors Theatre,50.8222872,-0.1360077,amenity,theatre,culture,,Prince's Street,,https://www.actors.pub/theatre,,the_lanes,3,0.3333333333333333,0.3333333333333333,0.23463698228200272,0.0,0.11308281141266528,0.375
node/1335016116,The Basement,50.826293,-0.1381847,amenity,nightclub,nightlife,,Kensington Street,24,https://www.thebasement.uk.com/,,north_laine,5,0.4,0.0,0.19952607154846197,0.4,0.29046624913013225,0.5
node/1340738392,The Connaught,50.828321,-0.1791411,amenity,pub,nightlife,,Hove Street,48,,,hove,3,0.0,0.0,-0.35056883096694946,0.0,0.11308281141266528,0.375
node/1341080652,Sidewinder,50.8198939,-0.1290007,amenity,bar,nightlife,,St James's Street,65,,,kemptown,6,0.6666666666666666,0.3333333333333333,0.333148717880249,0.3333333333333333,0.2640602264819384,0.5454545454545454
node/1341080655,Bayleaf,50.8205402,-0.1317038,amenity,restaurant,food,indian,St. James's Street,49,,,kemptown,7,0.5714285714285714,0.0,0.1565168840544564,0.5714285714285714,0.4087218742751102,0.5833333333333334
node/1341080656,Fallen Angel,50.819724,-0.1288106,amenity,pub,nightlife,,Grafton Street,24,,,kemptown,3,0.6666666666666666,0.0,0.34003613392512005,0.6666666666666666,0.3630828114126653,0.375
node/1341080657,Hand in Hand,50.819413,-0.1272791,amenity,pub,nightlife,,Upper St James Street,33,,,kemptown,5,0.4,0.6,-0.19924601316452029,-0.19999999999999996,-0.009533750869867751,0.5
node/1341080659,The Black Dove,50.8201674,-0.1304061,amenity,bar,nightlife,,St. James's Street,74,,,kemptown,3,0.0,0.3333333333333333,0.31800474723180133,-0.3333333333333333,-0.011917188587334718,0.375
node/1341082995,The Funky Fish,50.8198918,-0.133934,amenity,bar,nightlife,,Marine Parade,19-23,https://www.funkyfishclub.co.uk/,,kemptown,4,0.5,0.5,0.0006180405616760809,0.0,0.1005180545890358,0.4444444444444444
